requests_per_ip_10s,requests_per_ip_60s,endpoint_entropy,latency_spike,error_rate,request_variance,label
1,26,1.4907,0,0.0126,57.0605,0
0,10,1.2635,0,0.0245,51.3373,0
2,16,1.386,0,0.0027,85.7392,0
13,66,2.3696,1,0.5637,256.0193,1
2,21,1.1625,0,0.0317,83.7759,0
1,16,0.9535,0,0.0075,56.2812,0
5,14,0.5803,0,0.0011,38.1731,0
4,15,1.1012,0,0.0854,35.553,0
2,13,1.3874,0,0.0187,31.926,0
1,20,1.8832,0,0.0409,15.8221,0
2,23,1.8439,0,0.0024,38.1671,0
567,843,0.3115,1,0.0821,5.4235,1
7,14,1.2024,0,0.03,29.1652,0
2,10,0.899,0,0.0208,61.5887,0
5,24,1.768,0,0.0402,85.7324,0
2,18,2.051,0,0.0253,60.3022,0
3,21,1.3066,0,0.0172,56.3864,0
1,14,1.0992,0,0.0271,71.2634,0
3,13,2.12,0,0.0311,50.0144,0
4,19,1.8463,0,0.003,59.6128,0
2,18,1.2214,0,0.0127,37.2255,0
4,16,1.1857,0,0.0015,44.4305,0
44,3157,2.3361,0,0.0154,10.925,1
3,14,1.6821,0,0.0212,55.3849,0
2,13,1.2568,0,0.04,90.6673,0
3,17,1.8361,0,0.0054,66.5503,0
1,12,1.1658,0,0.0273,139.5817,0
7,21,1.6698,0,0.005,42.0232,0
2,11,1.7557,0,0.0115,68.7568,0
1,12,1.8527,0,0.0298,57.7635,0
522,548,0.0745,1,0.0079,4.402,1
5,28,1.5402,0,0.0613,44.8108,0
5,21,1.1483,0,0.0136,17.3636,0
1,16,2.2353,0,0.0902,50.8423,0
9,73,0.1142,0,0.7553,15.6861,1
7,50,0.4777,0,0.7583,15.3111,1
2,32,1.5191,0,0.0038,48.0236,0
4,19,1.5819,0,0.0408,12.7776,0
1,15,1.6924,0,0.035,31.0624,0
1,13,1.917,0,0.0004,15.5729,0
1,16,1.3456,0,0.002,61.8353,0
6,22,1.7516,0,0.0333,49.3067,0
3,21,1.3097,1,0.005,26.7327,0
2,20,1.5985,0,0.0035,77.945,0
5,16,1.6306,0,0.0295,73.8938,0
4,23,1.6651,0,0.022,93.9256,0
0,10,0.6323,0,0.003,71.4745,0
2,13,1.6037,0,0.0499,75.5051,0
3,18,0.7685,0,0.008,42.72,0
4,16,1.7005,0,0.0257,68.7037,0
3,16,0.6516,0,0.0108,21.1518,0
2,23,1.2935,0,0.0079,17.475,0
4,20,0.9659,0,0.0074,30.2002,0
5,21,2.1756,0,0.025,62.2476,0
285,783,0.9655,1,0.0085,5.385,1
3,9,1.0147,0,0.0155,59.2751,0
5,20,1.1027,0,0.0453,10.0,0
5,17,1.9045,0,0.0019,38.3109,0
9,98,0.0862,1,0.9089,17.3229,1
5,18,0.7622,0,0.0127,43.4767,0
2,16,1.0298,0,0.0313,58.8176,0
1,15,0.0139,0,0.1058,59.6402,0
5,25,1.6445,0,0.027,30.3545,0
5,25,1.5107,0,0.0576,28.5924,0
1,17,2.7799,0,0.0222,42.2419,0
3,16,1.4066,0,0.0257,37.6478,0
7,22,1.6827,0,0.012,49.2168,0
2,17,2.1744,0,0.0007,65.0697,0
1,17,1.8166,0,0.0037,33.6768,0
6,17,1.6307,0,0.0584,61.6665,0
3,20,0.8386,0,0.0672,39.2876,0
3,16,1.281,0,0.0333,38.1911,0
3,19,1.4153,0,0.0114,44.0125,0
3,16,1.5385,0,0.0215,63.947,0
7,21,1.305,0,0.0456,14.2335,0
2,19,1.7694,0,0.0634,64.796,0
3,21,1.1009,0,0.0031,33.2065,0
2,18,2.416,0,0.0096,78.5554,0
514,1010,0.8285,1,0.1116,2.9272,1
5,20,1.8376,0,0.0343,10.0,0
6,15,1.2699,0,0.0165,49.363,0
790,900,0.6088,1,0.0413,8.1127,1
4,16,1.7396,0,0.0084,63.313,0
2,13,2.2913,0,0.0146,75.9427,0
1,9,1.2903,0,0.0136,53.5639,0
3,12,2.0854,0,0.0136,35.9921,0
596,721,0.6525,1,0.054,8.6919,1
1,19,1.6788,0,0.002,92.7358,0
0,11,1.2537,0,0.0163,72.0505,0
2,13,1.9048,0,0.0054,10.0,0
4,14,1.8446,0,0.0119,106.4052,0
2,18,0.966,0,0.0211,53.5785,0
3,18,1.3174,0,0.0045,55.1193,0
2,14,1.2958,0,0.0032,43.0619,0
5,18,1.5838,0,0.0111,72.2487,0
4,20,1.0942,0,0.0659,53.4876,0
6,30,1.3124,0,0.0252,23.8043,0
14,22,0.3234,1,0.6401,12.6256,1
4,27,1.9557,0,0.0085,24.4087,0
3,17,0.9561,0,0.0188,38.522,0
1,19,1.7376,1,0.0258,39.3687,0
873,1288,0.9342,1,0.3003,3.071,1
4,18,1.3513,0,0.0043,72.2644,0
4,25,2.0361,0,0.0057,92.4736,0
2,23,1.0476,0,0.0317,74.1208,0
1,14,1.815,0,0.0209,63.5276,0
3,17,1.5458,0,0.0416,42.1461,0
3,17,1.2944,0,0.0041,10.8057,0
1,23,2.3273,0,0.003,23.9389,0
2,20,1.1046,1,0.0017,57.2127,0
3,14,1.8292,0,0.0245,38.1425,0
2,25,0.8717,0,0.0228,40.7089,0
3,18,1.3834,0,0.0045,50.5002,0
6,23,0.7721,0,0.0009,70.7104,0
4,22,0.6197,0,0.0299,31.9235,0
2,18,2.3685,0,0.0235,50.3822,0
5,22,1.4813,1,0.0068,65.8242,0
4,15,2.1115,0,0.0266,44.8229,0
3,19,2.2582,0,0.0017,68.8134,0
5,16,1.4794,0,0.0,30.8785,0
7,26,1.783,0,0.0009,31.5854,0
3,12,1.0922,0,0.0135,51.0208,0
4,18,1.6867,0,0.025,32.2054,0
4,15,2.0916,0,0.0534,70.3767,0
0,9,1.5605,0,0.0067,38.8277,0
21,4300,1.2193,0,0.0309,13.7007,1
4,16,2.7179,1,0.0102,54.5896,0
2,16,1.6805,0,0.0009,74.9923,0
34,634,1.0726,1,0.2121,2.5359,1
0,17,0.5696,0,0.0194,56.0614,0
3,17,1.1346,0,0.0108,47.1503,0
2,14,1.2536,0,0.0781,42.2046,0
5,21,1.0904,0,0.0029,36.4127,0
1,14,2.2969,0,0.0429,45.1312,0
4,19,1.0198,0,0.0065,62.2973,0
4,14,0.897,0,0.0121,57.4699,0
4,17,1.281,0,0.0037,73.2436,0
4,18,1.1502,0,0.0183,45.8125,0
2,25,2.9822,0,0.017,46.8613,0
1,18,1.1965,0,0.0318,32.8089,0
2,15,0.6492,0,0.0079,66.5954,0
4,13,1.7486,0,0.0171,29.7958,0
4,15,2.4321,0,0.0122,19.0022,0
1,20,1.2094,0,0.0123,51.5795,0
1,55,0.0064,0,0.5327,12.757,1
4,21,1.2635,0,0.0008,40.3259,0
0,14,1.8587,0,0.0098,53.3555,0
3,20,2.1956,0,0.0467,62.6034,0
5,22,0.8229,0,0.0117,32.372,0
4,24,1.4384,0,0.0102,42.2679,0
4,11,1.6282,0,0.0069,25.5365,0
2,23,1.6241,0,0.0266,31.9555,0
0,14,0.9251,1,0.0742,30.1803,0
2,18,2.3241,0,0.0754,34.9037,0
4,20,1.3651,0,0.01,80.2263,0
0,17,1.4374,0,0.0186,30.7738,0
0,13,1.4511,0,0.0011,50.2087,0
7,19,1.6303,0,0.0012,24.1765,0
3,24,1.3328,0,0.0001,60.571,0
3,13,2.1194,0,0.0014,87.038,0
1,11,0.784,0,0.0036,28.5467,0
3,22,1.2861,0,0.007,11.3007,0
3,20,1.6383,0,0.0405,36.9857,0
1,9,1.2861,0,0.0182,31.7567,0
2,16,1.0006,0,0.0007,35.9969,0
3,15,0.4232,0,0.0045,60.5914,0
2,22,1.8521,0,0.0022,53.6764,0
7,22,1.9634,1,0.0003,94.3452,0
4,21,1.0524,0,0.0039,41.189,0
2,13,1.346,0,0.0472,48.7045,0
1,15,1.0518,0,0.0244,16.1597,0
4,23,1.5079,0,0.0384,80.1161,0
2,16,1.7709,0,0.03,82.8232,0
3,13,1.6705,0,0.0315,49.5836,0
3,14,1.9487,0,0.0209,11.4665,0
11,97,0.4066,0,0.8256,26.3971,1
3,19,1.7407,0,0.0119,36.4979,0
298,698,0.5837,0,0.2141,1.4127,1
2,14,2.4169,0,0.0169,59.99,0
2,29,1.0796,0,0.0079,48.5833,0
0,19,2.6157,0,0.0012,42.9504,0
2,11,2.0244,0,0.0053,83.1081,0
2,22,1.9582,0,0.0245,32.7964,0
2,15,1.999,0,0.008,39.745,0
9,92,2.8249,1,0.7019,321.125,1
3,10,0.6794,0,0.0296,71.1576,0
0,16,1.6314,0,0.0003,39.9371,0
1,17,2.1212,0,0.0001,67.3169,0
3,20,1.6661,0,0.0115,43.13,0
7,23,2.0303,1,0.0169,43.0926,0
2,21,2.1314,0,0.0519,62.1905,0
4,22,1.3143,0,0.0052,56.3566,0
2,16,1.3469,0,0.0064,49.62,0
6,25,1.2701,0,0.0057,43.7837,0
805,899,0.7324,0,0.0383,4.496,1
2,16,2.3228,1,0.0161,35.0321,0
3,17,1.6105,0,0.0148,16.3389,0
6,27,1.1583,0,0.0106,10.0,0
434,462,0.8517,1,0.0099,2.509,1
5,18,1.6152,0,0.0008,36.4384,0
27,2464,1.0896,0,0.1239,5.2261,1
16,3145,1.0171,0,0.2524,3.3199,1
3,20,1.9823,0,0.0384,76.0658,0
3,13,1.6192,0,0.002,87.0165,0
2,17,0.2775,0,0.0288,48.779,0
3,22,1.3232,0,0.0181,36.6735,0
3,27,1.2684,0,0.0316,45.6111,0
3,17,0.7436,0,0.0279,30.4744,0
6,24,0.4923,0,0.0088,76.9391,0
4,20,0.6841,0,0.006,65.7418,0
4,15,2.0263,0,0.0285,77.2585,0
2,18,1.5324,0,0.0717,60.9769,0
1,11,1.801,0,0.0394,73.8028,0
5,22,1.0335,0,0.0483,29.2973,0
1,14,1.9066,0,0.0211,57.8899,0
2,17,1.5794,0,0.0166,44.325,0
4,14,1.5953,0,0.0287,73.5064,0
3,19,0.5529,0,0.0132,58.3907,0
3,21,0.896,0,0.0001,80.7393,0
1,14,1.7881,0,0.0216,76.5217,0
0,13,1.6399,0,0.0409,58.748,0
6,22,0.5031,0,0.0545,70.7601,0
29,23,1.0818,1,0.8471,245.2119,1
3,20,1.688,0,0.0441,81.7527,0
4,17,0.6799,0,0.0042,52.682,0
7,26,1.6916,0,0.0053,24.7593,0
7,22,1.3209,0,0.0085,68.27,0
1,23,2.2269,0,0.0045,49.9206,0
2,22,2.3351,0,0.016,83.0097,0
1,18,1.3364,0,0.0412,34.6223,0
4,17,1.3362,0,0.009,72.3991,0
1,15,1.5337,0,0.1138,10.0,0
2,22,1.1901,0,0.0593,62.6397,0
4,20,2.0513,0,0.0306,30.8775,0
16,2086,1.0777,1,0.0733,10.5524,1
2,21,2.8104,0,0.0233,27.7607,0
1,24,2.2115,0,0.0134,50.2868,0
1,11,1.5586,0,0.0033,66.0428,0
3,21,1.7698,0,0.0358,35.6469,0
1,15,1.701,0,0.0351,42.1005,0
2,18,1.6732,0,0.0054,54.4224,0
3,25,2.2004,0,0.0283,84.4586,0
3,18,1.2298,0,0.0112,30.2763,0
2,18,2.194,0,0.0074,50.4245,0
3,22,1.2656,0,0.0291,58.0376,0
27,62,1.6426,1,0.7876,399.0844,1
5,21,2.5513,0,0.0224,61.4651,0
1,21,1.4771,0,0.0092,40.8061,0
0,12,2.3393,0,0.0154,57.0928,0
1,15,1.13,0,0.0421,10.0,0
1,15,1.8297,0,0.0062,80.79,0
4,20,1.9351,0,0.0073,88.4462,0
0,15,1.1039,0,0.0022,24.9359,0
4,18,0.4638,0,0.0022,48.2307,0
6,21,1.613,0,0.0101,25.9401,0
4,9,2.1302,0,0.0116,42.2567,0
1,15,0.714,0,0.0455,51.1923,0
5,22,1.0329,0,0.0526,41.2168,0
0,17,1.676,0,0.0083,28.0136,0
6,21,1.7221,0,0.0081,26.5261,0
1,11,1.3189,0,0.0006,45.2869,0
2,13,2.1286,1,0.0098,56.7387,0
3,19,1.4233,0,0.0067,31.5123,0
4,21,1.4649,0,0.0544,38.8805,0
2,12,1.4837,0,0.0089,49.1084,0
3,18,1.5987,0,0.0015,80.8469,0
2,19,1.9405,1,0.01,10.9553,0
16,1486,1.2621,0,0.353,13.7512,1
2,17,2.0107,0,0.0254,77.3282,0
3,23,0.8992,0,0.0025,23.2656,0
6,20,0.7411,0,0.034,42.8594,0
4,22,1.5278,0,0.013,38.2493,0
4,17,2.252,0,0.0767,23.1435,0
3,14,0.6203,0,0.0223,59.6826,0
2,18,1.8456,0,0.0175,54.0498,0
5,19,1.5699,0,0.0067,29.4031,0
1,9,2.0335,0,0.0096,77.9993,0
3,21,1.2544,0,0.0025,61.9259,0
5,18,1.3691,0,0.0634,44.5022,0
2,16,1.5566,0,0.0117,32.0347,0
7,23,1.3609,0,0.0139,97.2921,0
2,17,1.7982,0,0.0114,110.715,0
2,20,1.2094,0,0.0183,54.5262,0
3,18,1.8741,0,0.0415,46.9347,0
4,17,0.9157,0,0.0132,101.2951,0
294,471,0.4131,1,0.0386,2.7868,1
10,33,0.3354,0,0.8226,22.1735,1
3,14,0.3887,0,0.0205,46.2391,0
4,30,0.4614,0,0.0169,45.2945,0
4,19,1.9337,0,0.0054,74.6578,0
7,18,0.995,0,0.0054,64.9341,0
4,20,0.5184,0,0.0437,59.2165,0
3,19,2.3692,0,0.008,37.2068,0
0,14,2.1356,0,0.0115,79.4179,0
3,22,1.2501,0,0.0233,18.857,0
3,19,0.7443,0,0.0129,52.4823,0
3,25,1.4074,0,0.0441,45.4117,0
8,69,0.3958,0,0.9271,11.9971,1
3,19,1.5245,0,0.0305,69.9182,0
4,27,1.8197,0,0.0552,67.8568,0
8,27,1.0335,0,0.0029,29.1344,0
3,17,0.7442,0,0.0335,47.7213,0
3,47,1.0816,1,0.7739,413.5821,1
3,14,1.2311,0,0.0029,44.5271,0
1,13,1.543,1,0.0093,60.1084,0
4,21,1.1183,0,0.0294,73.2951,0
3,15,0.936,0,0.005,54.5699,0
3,16,1.6233,0,0.0027,36.8746,0
3,20,0.8408,0,0.0235,55.0899,0
13,24,0.2204,1,0.7874,27.2783,1
3,16,0.862,0,0.0106,45.0259,0
6,28,1.2204,0,0.0337,53.1634,0
2,18,0.6399,0,0.0268,54.0833,0
4,17,1.608,0,0.0017,65.3906,0
0,9,2.2843,0,0.0369,62.1383,0
2,15,1.684,0,0.0244,32.5867,0
3,23,1.7628,1,0.0173,29.0195,0
3,11,1.6285,0,0.0042,37.2051,0
3,13,1.3369,0,0.0058,35.2815,0
2,16,2.1212,1,0.006,10.0,0
2,16,2.5093,0,0.0028,62.5689,0
3,18,1.4217,0,0.0022,60.1156,0
3,22,0.8571,0,0.0309,50.2148,0
1,11,1.5534,0,0.0055,18.2136,0
2,19,2.2824,0,0.0014,65.7776,0
3,16,1.324,0,0.011,31.8054,0
4,23,1.7333,1,0.0161,19.3901,0
3,26,1.4695,0,0.0179,69.6411,0
0,14,0.7383,0,0.0003,49.5276,0
3,18,0.0595,0,0.0088,55.3171,0
6,27,0.7875,0,0.0428,59.0243,0
2,15,2.3003,0,0.0388,31.1954,0
2,19,1.7075,0,0.0224,69.1348,0
4,18,1.0547,0,0.0419,55.9844,0
2,23,1.2631,0,0.0316,33.9658,0
3,22,1.8019,1,0.0018,29.6957,0
3,23,1.7667,0,0.1073,30.7841,0
2,12,2.2942,0,0.0066,12.3916,0
4,19,2.3699,1,0.0429,25.3784,0
1,14,0.8323,0,0.0028,13.3115,0
1,19,1.1172,1,0.0205,16.3029,0
10,49,0.2521,0,0.9714,28.7895,1
3,18,1.3066,0,0.0047,69.1025,0
3,20,1.2609,0,0.0163,51.636,0
5,19,1.0327,0,0.002,62.548,0
5,22,1.877,0,0.0069,64.4605,0
6,24,1.5467,0,0.0359,69.9574,0
6,18,1.9935,0,0.0151,42.5322,0
3,21,1.042,0,0.0181,19.0954,0
5,17,1.0992,0,0.0332,60.4082,0
12,55,0.009,0,0.9085,28.2863,1
5,24,1.1014,0,0.0672,27.4441,0
3,14,1.8775,0,0.0102,50.4854,0
5,29,0.8378,0,0.0108,77.101,0
7,24,0.8657,0,0.0019,74.8271,0
0,22,1.2965,0,0.0104,42.3561,0
3,15,0.8206,0,0.013,10.0,0
2,18,1.5997,1,0.0578,33.0874,0
3,17,0.6045,0,0.0439,47.1921,0
1,13,1.3918,0,0.013,54.0226,0
1,22,2.3045,0,0.019,49.9154,0
2,22,3.0,0,0.0158,42.7384,0
7,20,1.7421,0,0.0072,10.0,0
3,14,0.7871,0,0.0599,35.0842,0
9,19,1.4705,0,0.0049,71.3571,0
1,13,0.8182,0,0.0046,63.4859,0
3,20,1.7766,0,0.0008,45.5457,0
3,12,1.6939,0,0.0183,52.0166,0
2,16,1.9983,0,0.0041,40.6701,0
2,14,2.637,0,0.0098,68.8074,0
9,49,0.0219,0,0.6853,10.9704,1
9,23,1.7606,1,0.0626,25.6687,0
2,14,1.5582,0,0.0364,46.1356,0
4,12,2.3588,0,0.0231,89.0666,0
0,15,1.127,0,0.0049,46.7946,0
2,22,1.59,0,0.0027,66.5554,0
3,20,1.5228,0,0.0013,68.8912,0
5,25,0.6946,0,0.0191,23.6564,0
2,15,1.4468,1,0.046,76.5112,0
3,19,2.3803,0,0.0077,46.0716,0
4,13,0.9852,0,0.0113,57.3241,0
4,22,2.217,0,0.0339,50.6384,0
4,13,1.892,0,0.0558,57.4166,0
3,14,0.887,1,0.0044,83.8725,0
625,740,0.1358,1,0.0241,2.1297,1
5,19,0.8784,0,0.0099,50.943,0
6,22,1.9851,0,0.0521,39.772,0
3,19,3.0,0,0.021,10.0,0
7,19,2.3467,0,0.0014,50.6135,0
1,21,1.8967,0,0.007,46.7533,0
1,22,2.3803,0,0.0079,33.1913,0
7,19,1.3117,0,0.017,45.5937,0
2,16,2.6604,0,0.0402,73.0561,0
0,16,2.0695,0,0.0083,25.3775,0
2,17,1.2516,0,0.0204,34.3103,0
2,10,0.6143,0,0.0019,44.4335,0
3,50,0.3919,0,0.7816,26.0569,1
5,18,1.3715,0,0.0029,62.3706,0
4,22,1.7508,0,0.0174,45.3446,0
1,19,0.6832,0,0.0041,58.1576,0
5,24,0.9025,0,0.0119,59.475,0
6,15,0.9969,0,0.0009,28.9818,0
1,16,1.9368,0,0.0167,53.8573,0
0,17,0.9516,0,0.0658,22.3993,0
1,15,1.8829,0,0.0221,34.7251,0
8,20,1.8041,0,0.0246,68.9683,0
4,18,2.1555,0,0.0286,59.5471,0
6,23,1.5312,0,0.0131,34.3392,0
7,16,2.0553,0,0.0051,18.7965,0
1,8,1.297,0,0.0018,49.7051,0
22,10,1.9309,1,0.8768,378.35,1
0,18,1.2313,0,0.0286,59.3705,0
3,20,1.1324,0,0.0001,83.1242,0
4,75,0.1758,0,0.95,12.6379,1
6,18,1.224,0,0.0082,10.0,0
0,13,1.4568,0,0.0612,38.8926,0
3,25,1.6129,0,0.0135,56.9529,0
3,23,1.2062,0,0.0165,35.1474,0
2,22,1.172,0,0.0503,46.7565,0
3,18,2.5552,0,0.0114,46.4134,0
1,14,1.5946,0,0.0029,47.4875,0
1,16,1.0376,0,0.0152,49.4479,0
3,20,0.7239,0,0.0158,43.4932,0
4,17,0.1389,0,0.0141,68.8509,0
3,19,2.3572,0,0.0142,32.4678,0
1,20,1.7868,0,0.038,51.1551,0
3,14,0.9683,0,0.0077,34.115,0
3,22,1.3676,0,0.0029,55.3163,0
2,14,0.9023,0,0.0116,63.3945,0
4,18,1.5182,0,0.0167,32.025,0
3,14,2.1517,0,0.0275,32.4704,0
1,17,0.8255,0,0.0248,11.9916,0
3,24,1.4007,0,0.0018,27.5646,0
5,17,1.8844,0,0.018,35.5189,0
1,19,1.0985,0,0.0177,67.5532,0
5,24,1.1638,0,0.0086,58.1667,0
3,21,1.4893,0,0.0436,40.7067,0
2,24,1.2789,0,0.0068,43.0012,0
0,18,1.6248,0,0.0075,48.5447,0
1,19,0.94,0,0.009,51.619,0
2,19,0.8258,0,0.0418,52.5105,0
5,20,1.0829,0,0.002,68.9464,0
6,22,1.5125,0,0.0107,66.5526,0
6,19,1.3913,0,0.0002,26.1783,0
1,12,1.325,0,0.0115,31.1586,0
1,20,1.387,0,0.001,56.2771,0
21,1137,1.976,1,0.0977,17.7582,1
3,27,1.7251,0,0.025,58.4572,0
3,15,1.316,0,0.0256,52.4212,0
1,14,1.4054,0,0.0561,46.8761,0
2,17,0.905,0,0.0501,29.3012,0
4,16,1.4274,0,0.0033,66.874,0
1,20,1.1941,0,0.0256,54.5551,0
8,20,0.8045,0,0.0136,60.6435,0
1,20,1.0917,0,0.0247,75.6254,0
3,22,1.0769,0,0.0074,34.4663,0
2,24,2.0604,0,0.0029,54.8524,0
2,14,1.8628,0,0.0158,43.5911,0
3,15,2.0554,0,0.0278,32.0716,0
4,30,1.4012,0,0.006,43.4991,0
0,17,0.9443,0,0.0446,53.2512,0
4,18,1.9266,0,0.0493,81.4177,0
3,17,1.6487,0,0.0009,52.79,0
2,17,1.3564,0,0.0059,49.0088,0
2,19,1.0755,0,0.058,55.0692,0
13,40,0.0418,1,0.9641,29.1714,1
347,824,0.1942,1,0.1272,9.9331,1
1,15,2.0554,0,0.072,43.5167,0
2,11,1.9254,1,0.0464,36.0623,0
223,412,0.9285,1,0.0901,2.4541,1
3,23,1.6025,0,0.0158,70.4567,0
5,25,1.9196,0,0.0386,84.6723,0
1,14,1.5276,0,0.0007,58.957,0
1,19,1.7972,0,0.0131,71.0181,0
2,13,1.414,0,0.1066,78.7634,0
2,9,0.5448,0,0.0103,43.0172,0
1,26,1.0099,0,0.0035,59.7318,0
2,23,2.008,0,0.0116,41.9324,0
4,18,0.999,0,0.0058,63.6227,0
2,16,1.8371,0,0.0266,13.4784,0
4,21,1.3735,0,0.0078,33.0958,0
4,31,1.6489,0,0.0487,60.7655,0
4,18,1.5736,0,0.0686,37.6793,0
3,15,1.9108,0,0.0188,12.9468,0
6,28,0.7932,1,0.0042,34.4802,0
5,22,1.0412,1,0.007,49.2024,0
2,18,1.0546,0,0.023,85.1819,0
3,18,1.6252,0,0.0094,34.0663,0
3,18,1.8865,0,0.0252,33.4505,0
1,21,1.0079,0,0.0145,68.2603,0
4,23,1.536,0,0.0024,20.8777,0
5,21,2.0269,1,0.0046,48.0493,0
2,21,1.2576,0,0.0319,69.5417,0
4,19,1.3413,0,0.0014,38.1293,0
3,14,0.5552,0,0.0044,41.6547,0
6,20,1.2637,0,0.0143,69.3704,0
2,15,1.0821,0,0.0022,62.8269,0
5,22,1.4658,0,0.0285,47.1929,0
3,22,1.8499,0,0.0008,67.1063,0
5,64,2.828,1,0.606,388.0922,1
3,24,2.0185,0,0.0082,67.2377,0
10,83,0.2228,1,0.7627,17.7712,1
4,14,1.5974,0,0.0004,36.0584,0
5,16,1.2718,0,0.0425,75.6887,0
1,10,1.1779,0,0.0408,62.3665,0
3,19,1.6564,0,0.0014,72.222,0
31,1125,1.562,1,0.2787,15.7692,1
0,19,1.8973,0,0.0032,10.0,0
4,11,1.7331,0,0.0658,53.5865,0
2,24,1.006,0,0.0065,45.0278,0
1,12,1.7139,0,0.0113,57.1683,0
2,22,1.5185,0,0.008,40.3997,0
3,25,1.5038,0,0.0072,84.8104,0
2,18,0.492,0,0.0022,42.1995,0
3,18,1.7485,0,0.0304,65.828,0
1,16,1.4498,0,0.0025,40.659,0
3,18,1.4297,0,0.0297,70.3442,0
7,24,2.1506,0,0.0401,75.4292,0
30,1846,1.9811,0,0.1998,17.0767,1
5,22,1.5089,0,0.0176,72.7501,0
3,17,1.1373,0,0.0087,18.1522,0
2,19,1.664,0,0.0218,62.0745,0
3,20,0.6409,0,0.0221,25.9439,0
14,22,0.3098,1,0.9,23.9493,1
2,22,1.5138,0,0.0141,64.5354,0
5,21,1.6822,0,0.006,68.721,0
3,23,1.1632,0,0.042,44.4304,0
5,23,1.3761,1,0.0082,53.6063,0
3,18,1.9276,0,0.0188,31.9071,0
2,19,0.976,0,0.0056,79.2926,0
1,19,1.6989,0,0.0237,30.3095,0
199,240,0.7528,1,0.1445,3.3831,1
7,25,1.0119,0,0.0379,68.1111,0
42,3212,1.6888,1,0.2126,16.1023,1
768,1037,0.0736,1,0.0252,8.4319,1
3,18,1.8904,0,0.0387,30.6413,0
3,14,2.5966,0,0.0141,39.0419,0
2,17,1.2208,0,0.0319,79.4501,0
1,19,1.6042,0,0.0239,66.0706,0
3,13,1.2077,0,0.0015,51.7284,0
1,13,0.7546,0,0.052,106.3445,0
0,18,1.2775,0,0.0289,110.4209,0
977,1426,0.7104,0,0.1776,5.5334,1
0,16,1.4158,0,0.0191,58.9943,0
2,16,0.8811,0,0.0269,24.0559,0
4,18,1.427,0,0.0036,59.8355,0
5,23,1.5414,0,0.0292,41.1777,0
3,13,1.1832,0,0.0136,11.8753,0
7,37,0.3534,0,0.7202,19.012,1
4,12,0.9725,0,0.0186,35.5944,0
4,20,1.9275,0,0.0367,50.1879,0
2,20,1.6574,0,0.0259,20.1971,0
33,21,1.1028,1,0.8882,265.5466,1
1,22,2.1868,0,0.009,51.7129,0
38,38,2.4832,1,0.7669,376.9617,1
1,16,1.3708,0,0.0018,53.5384,0
1,9,0.9698,0,0.0083,43.1489,0
0,12,1.6524,0,0.0159,33.8174,0
2,27,1.2039,0,0.0221,46.599,0
2,16,1.2577,0,0.0173,50.013,0
5,23,1.6101,0,0.0014,63.5611,0
3,13,1.2551,0,0.0183,101.1272,0
2,10,1.7985,0,0.0237,51.2851,0
1,16,1.6412,0,0.0083,26.1734,0
2,19,1.3759,0,0.0119,88.4292,0
2,18,1.4842,0,0.018,79.9554,0
1,19,0.8209,0,0.0301,48.1567,0
3,21,1.464,1,0.0007,30.6203,0
0,12,1.4248,0,0.0171,64.7025,0
5,19,0.9157,0,0.0715,43.1575,0
2,16,1.8026,0,0.0172,21.5095,0
1,16,2.0555,1,0.004,82.0603,0
0,21,1.7565,0,0.001,55.9533,0
6,17,2.298,0,0.0242,58.7511,0
38,24,2.1922,1,0.6417,245.1057,1
5,53,0.3875,0,0.6348,21.1791,1
5,29,1.6733,0,0.0432,16.4633,0
2,13,1.2839,0,0.0445,10.0,0
2,15,1.9874,0,0.013,55.3263,0
3,15,1.8803,0,0.0615,76.6957,0
2,18,1.7151,0,0.0087,82.0341,0
22,1801,1.9428,1,0.1433,10.3808,1
6,15,1.4369,0,0.0354,64.3229,0
4,19,1.7871,0,0.0168,72.2999,0
5,24,1.3806,0,0.0038,75.0689,0
0,13,1.2468,0,0.0256,35.7268,0
4,21,2.3908,0,0.0448,69.6594,0
3,19,0.6437,0,0.0192,51.9095,0
1,26,0.6599,0,0.0192,60.8935,0
2,16,1.4338,0,0.012,96.2861,0
5,16,1.901,0,0.0105,38.9606,0
14,1408,1.0696,1,0.3275,18.7474,1
3,16,1.8008,0,0.0033,48.2976,0
0,20,1.3161,0,0.0256,57.8227,0
7,145,1.1268,1,0.9502,426.706,1
4,20,0.6538,0,0.0728,65.0473,0
0,16,1.5048,0,0.0001,37.8728,0
3,19,0.833,0,0.0102,37.4135,0
2,14,0.9717,0,0.0072,63.6252,0
3,16,2.8185,0,0.0233,60.9861,0
2,18,1.7366,0,0.0437,68.2429,0
1,16,1.3746,0,0.0826,47.2787,0
4,18,1.1586,0,0.0122,58.4312,0
3,19,1.5827,0,0.0043,59.6979,0
3,23,1.6725,0,0.0275,31.3602,0
7,21,1.6583,0,0.0022,39.3871,0
3,14,1.2479,0,0.0115,62.1241,0
4,17,1.2024,0,0.0135,37.5637,0
3,25,0.7697,0,0.0136,38.6314,0
2,20,2.4161,0,0.0015,41.8765,0
2,20,1.6023,0,0.0004,69.9266,0
2,20,1.6162,0,0.0057,58.1945,0
3,18,1.6676,0,0.0276,31.0502,0
4,17,1.3164,0,0.0087,72.4594,0
